product_name,product_link_name,link,major_category_name,major_category_link
INTERIOR_ACC,FLOOR MATS AND LINERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-mats.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,INTERIOR CAR ORGANIZERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/interior-car-organizers.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,SMALL ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories/small-accessories.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,AIR FRESHENERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/air-fresheners.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,SEAT CUSHIONS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/seat-cushions.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,CAR WINDOW SHADES AND VISORS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-window-shades-visors.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,CAR WINDOW TINT,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-window-tint.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,STEERING WHEEL COVERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/steering-wheel-covers.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,KEY CHAINS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/keychains.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,INTERIOR CAR MIRRORS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/interior-car-mirrors.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
LOAN-A-TOOL,GENERAL SERVICE PULLERS,https://www.canadiantire.ca/en/automotive/loan-a-tool/general-service-pullers.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
LOAN-A-TOOL,GENERAL SERVICE TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/general-service-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
LOAN-A-TOOL,ENGINE & DRIVETRAIN TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/engine-drivetrain-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
LOAN-A-TOOL,STEERING & SUSPENSION TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/steering-suspension-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
LOAN-A-TOOL,A/C & BRAKE TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/ac-brake-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
LOAN-A-TOOL,FUEL IGNITION TOOLS,https://www.canadiantire.ca/en/automotive/loan-a-tool/fuel-ignition-tools.html?,LOAN-A-TOOL,https://www.canadiantire.ca/en/automotive/loan-a-tool.html
PRESSURE_WASHERS,ELECTRIC GAS & GAS PRESSURE WASHERS,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/electric-gas-pressure-washers.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html
PRESSURE_WASHERS,PRESSURE WASHER PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/pressure-washer-parts-accessories.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html
PRESSURE_WASHERS,PRESSURE WASHER DETERGENTS,https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories/pressure-washer-detergents.html?,"PRESSURE WASHERS, PARTS & ACCESSORIES",https://www.canadiantire.ca/en/automotive/pressure-washers-parts-accessories.html
REPAIR MANUALS,REPAIR MANUALS,https://www.canadiantire.ca/en/automotive/repair-manuals.html?,REPAIR MANUALS,https://www.canadiantire.ca/en/automotive/repair-manuals.html
RV_PARTS,"BIKE RACKS, HITCHES & CARRIERS FOR CARS",https://www.canadiantire.ca/en/sports-rec/bikes-accessories/bike-racks-carriers.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV PLUMBING & SANITATION,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-plumbing-sanitation.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV INTERIOR,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-interior.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV FRESH WATER ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-fresh-water-accessories.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV REPLACEMENT PARTS & MAINTENANCE,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-replacement-parts-maintenance.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
